Time [s],Lmtc [m],STIM [ ],Fsee [N],Gamma [ ],Lcerel [ ],q [ ]
0.0,0.0211391435372587,1.0,8.515391316744342,0.18549811657116813,1.29951234215599,0.7034239805857597
0.001,0.021059143537258698,1.0,5.035665597302562,0.20015829452225173,1.2989264456272986,0.7510209978726228
0.002,0.020979143537258698,1.0,3.4193423510151657,0.2145546046174978,1.29616786320792,0.7881698176292288
0.003,0.020899143537258698,1.0,2.7178971500254963,0.22869179635493694,1.2918969712275532,0.8174517354794179
0.004,0.020819143537258698,1.0,2.4240990801292925,0.24257453346708227,1.2867787327936182,0.8409288417590676
0.005,0.020739143537258697,1.0,2.3136141235535295,0.25620739590331226,1.2812266014228588,0.8600432121839179
0.006,0.020659143537258697,1.0,2.288422225835332,0.26959488111576646,1.275459762186798,0.8757997348208438
0.007,0.020579143537258697,1.0,2.3036460197437947,0.2827414057807909,1.269589214162815,0.8889216048762533
0.008,0.020499143537258697,1.0,2.3378639945816873,0.29565130662060773,1.2636703619506748,0.899945582469973
0.009000000000000001,0.0204191435372587,1.0,2.380459349780333,0.308328842048454,1.2577310020280037,0.9092795866344344
0.01,0.0203391435372587,1.0,2.4260683053546623,0.32077819756123177,1.2517850728966395,0.9172389155666384
0.011,0.0202591435372587,1.0,2.4721659313533184,0.33300347248997825,1.2458390054851851,0.9240702663697434
0.012,0.0201791435372587,1.0,2.51736240128326,0.34500871348982337,1.2398962114480847,0.9299689901647838
0.013000000000000001,0.0200991435372587,1.0,2.561162821714929,0.3567978674305635,1.2339578061478849,0.9350908736697267
0.014,0.0200191435372587,1.0,2.603317355635291,0.368374815211859,1.2280242799024457,0.9395613493640017
0.015,0.0199391435372587,1.0,2.6437764151191585,0.3797434233339127,1.2220956332967496,0.9434821043354467
0.016,0.0198591435372587,1.0,2.6826074836562808,0.39090739493885335,1.216171594387464,0.9469360744325833
0.017,0.0197791435372587,1.0,2.7198907887976413,0.40187041217547476,1.210251874176136,0.9499914235017667
0.018000000000000002,0.019699143537258698,1.0,2.755707153086934,0.4126360171727289,1.2043361946993671,0.9527044712382565
0.019,0.019619143537258698,1.0,2.7901870033621643,0.42320800823566407,1.1984241736000283,0.9551221257893762
0.02,0.019539143537258698,1.0,2.823395821485489,0.43358973995487987,1.192515591624963,0.957283504235441
0.021,0.019459143537258698,1.0,2.8554020185522844,0.4437845630742704,1.1866102307368858,0.9592214991962771
0.022,0.019379143537258697,1.0,2.886277210449307,0.45379582833773,1.1807078728985114,0.9609639086599702
0.023,0.019299143537258697,1.0,2.9160959937474638,0.463626886489153,1.1748083000725547,0.9625343375499471
0.024,0.019219143537258697,1.0,2.944917253052516,0.4732809498146947,1.1689113361311207,0.9639528957521778
0.025,0.0191391435372587,1.0,2.9727912639566707,0.48276137456063006,1.1630168294061884,0.9652368507319877
0.026000000000000002,0.019059143537258696,1.0,2.9997493635293897,0.49207120190630815,1.1571246750138795,0.9664009982974321
0.027,0.0189791435372587,1.0,3.0258209689117126,0.5012134268228569,1.151234775509659,0.9674581140620935
0.028,0.0188991435372587,1.0,3.0510367682186104,0.5101910442814044,1.1453470334489924,0.9684192784025427
0.029,0.0188191435372587,1.0,3.075428649537449,0.519007049253079,1.1394613513873453,0.9692941358356167
0.03,0.0187391435372587,1.0,3.099022592966886,0.5276643303876516,1.133577647440298,0.9700910930861444
0.031,0.0186591435372587,1.0,3.1218443216063605,0.5361658876810338,1.1276958424118324,0.9708175363607947
0.032,0.0185791435372587,1.0,3.1439083146087627,0.5445144881661514,1.1218158837416123,0.9714799232884542
0.033,0.0184991435372587,1.0,3.1652248465214217,0.5527128028135054,1.1159377295541555,0.972083934128784
0.034,0.0184191435372587,1.0,3.1858047779086793,0.5607635025935968,1.1100613379739797,0.9726345918895377
0.035,0.018339143537258698,1.0,3.205659530684787,0.5686692584769263,1.1041866671256024,0.9731363501897806
0.036000000000000004,0.018259143537258698,1.0,3.224808963080408,0.5764327012688617,1.0983136580188018,0.9735931601772568
0.037,0.018179143537258698,1.0,3.24315385107423,0.5840564274153461,1.092442510248442,0.9740085664402921
0.038,0.018099143537258697,1.0,3.2605748988349097,0.5915430299069515,1.0865734650938232,0.9743857401657517
0.039,0.018019143537258697,1.0,3.277049785112244,0.5988948870986525,1.080706553699579,0.9747274705827197
0.04,0.017939143537258697,1.0,3.292556489535272,0.6061143773454236,1.074841807210344,0.9750362599038027
0.041,0.017859143537258697,1.0,3.307073314721376,0.6132038790022397,1.068979256770752,0.9753143572278609
0.042,0.0177791435372587,1.0,3.3205789087048654,0.6201657704240752,1.0631189335254372,0.9755637878987712
0.043000000000000003,0.017699143537258696,1.0,3.3330632183094915,0.6270022815268317,1.0572608453236214,0.9757863586865654
0.044,0.0176191435372587,1.0,3.3445362607144586,0.6337158727522321,1.051404958305696,0.9759837246978013
0.045,0.0175391435372587,1.0,3.3549994636121703,0.6403086829905645,1.0455512581205144,0.9761573483010977
0.046,0.0174591435372587,1.0,3.364454555376257,0.6467828134823812,1.0396997308781049,0.9763085497081845
0.047,0.0173791435372587,1.0,3.3729037710465266,0.6531403654682342,1.0338503626884952,0.9764385259867236
0.048,0.0172991435372587,1.0,3.38034984239236,0.659383440188676,1.0280031396617129,0.9765483637639327
0.049,0.0172191435372587,1.0,3.3867959880398804,0.6655141388842587,1.022158047907786,0.9766390504368287
0.05,0.0171391435372587,1.0,3.3921173911099407,0.6715344423531938,1.0163153450261622,0.9767114981294996
0.051000000000000004,0.017059143537258698,1.0,3.396650007354457,0.6774464869458051,1.0104743161223033,0.9767664586022362
0.052000000000000005,0.016979143537258698,1.0,3.400299998368374,0.6832521803840742,1.0046351558465378,0.9768046773940207
0.053,0.016899143537258698,1.0,3.4028681429805485,0.6889533690920563,0.9987982813880282,0.9768268503934756
0.054,0.016819143537258698,1.0,3.4041553818761425,0.6945518994938069,0.9929641099359366,0.9768336145349426
0.055,0.016739143537258697,1.0,3.403963161294853,0.7000496180133813,0.9871330586794256,0.9768255533982372
0.056,0.016659143537258697,1.0,3.402093834212269,0.7054483710748346,0.9813055448076575,0.9768032022372942
0.057,0.016579143537258697,1.0,3.3983809109831133,0.7107499148204373,0.9754819226299927,0.9767670370209119
0.058,0.016499143537258697,1.0,3.3926897635642237,0.7159561095235459,0.9696624829123403,0.9767174983850878
0.059000000000000004,0.0164191435372587,1.0,3.3849779980175914,0.7210686593482799,0.9638473258404999,0.9766549558617407
0.06,0.0163391435372587,1.0,3.3752295982189517,0.7260891868036793,0.9580364999822147,0.9765797326252247
0.061,0.0162591435372587,1.0,3.363430525331386,0.7310193143987848,0.9522300539052277,0.9764921217171332
0.062,0.0161791435372587,1.0,3.3495687876707327,0.7358606646426366,0.9464280361772819,0.976392388498057
0.063,0.0160991435372587,1.0,3.3336345113492922,0.7406148600442751,0.9406304953661204,0.9762807728785584
0.064,0.0160191435372587,1.0,3.315622281577398,0.7452835122788561,0.9348374751892062,0.9761574897755817
0.065,0.0159391435372587,1.0,3.295544200817324,0.7498681413694162,0.9290489866070516,0.9760227200246567
0.066,0.0158591435372587,1.0,3.273408345699831,0.7543702519477443,0.9232650537403028,0.9758766243358102
0.067,0.0157791435372587,0.0,3.2491714629101476,0.75413544902402,0.9174858162571133,0.9752483537398534
0.068,0.015699143537258698,0.0,3.2201225852089217,0.7267953077710755,0.9117172036471034,0.9715383645867158
0.069,0.015619143537258698,0.0,3.18549719532738,0.7004464895870025,0.9059610266727374,0.9672927842285708
0.07,0.015539143537258698,0.0,3.1461095320575216,0.6750526154581549,0.9002157025897928,0.9624401799208689
0.07100000000000001,0.015459143537258697,0.0,3.1022878158316587,0.6505795694841306,0.8944807109374078,0.9569017760841556
0.07200000000000001,0.015379143537258697,0.0,3.054267789060102,0.6269939162630518,0.8887557467356114,0.950590954367821
0.073,0.015299143537258699,0.0,3.0021427380166115,0.6042630266649451,0.8830408380966168,0.9434132539333467
0.074,0.015219143537258699,0.0,2.945860447428358,0.5823563707499171,0.8773363666225859,0.9352670497590831
0.075,0.015139143537258698,0.0,2.885357282537083,0.5612440782844671,0.8716427788685577,0.9260438840298465
0.076,0.015059143537258698,0.0,2.820544657570968,0.5408969206976556,0.8659606245008785,0.9156295471334093
0.077,0.0149791435372587,0.0,2.7512971537912807,0.5212875265781092,0.8602905944495688,0.9039063727274748
0.078,0.0148991435372587,0.0,2.6775054277202086,0.5023892146370439,0.8546334098123086,0.8907552922041057
0.079,0.0148191435372587,0.0,2.5990746245645937,0.4841758192178029,0.8489898348092582,0.8760588983097036
0.08,0.014739143537258699,0.0,2.515933237626242,0.4666227821936608,0.8433606662982397,0.8597062678652668
0.081,0.014659143537258699,0.0,2.4280538823917475,0.44970627131763824,0.8377466936467289,0.8415975065542651
