Time [s],Lmtc [m],STIM [ ],Fsee [N],Gamma [ ],Lcerel [ ],q [ ]
0.0,0.0186391435372587,1.0,2.2111141890019126,0.08433273178459769,1.1284160306114512,0.08646835004180584
0.001,0.018620810203925368,1.0,1.5448740188236867,0.10081378033903803,1.1289788048396552,0.1409724488618315
0.002,0.018602476870592032,1.0,1.622039526020229,0.11699818734261261,1.127403813532035,0.20600040902109637
0.003,0.0185841435372587,1.0,2.0334772427157732,0.13289129201749156,1.1248814437174837,0.27708001522704273
0.004,0.018565810203925365,1.0,2.5791226480079406,0.14849833752692013,1.122144632451322,0.34990843755828854
0.005,0.018547476870592033,1.0,3.175526331547035,0.16382447266647368,1.1194383904330492,0.42081957483089616
0.006,0.0185291435372587,1.0,3.785896150294937,0.17887475338213393,1.1168278533838638,0.4871978019570472
0.007,0.018510810203925365,1.0,4.3883329670416105,0.19365414375923196,1.1143312442100817,0.5475443738360831
0.008,0.018492476870592033,1.0,4.967827840494619,0.20816752377012251,1.1119519001632738,0.6012746418831189
0.009000000000000001,0.0184741435372587,1.0,5.514593626542901,0.22241967254197298,1.1096859585898344,0.6484343122784021
0.01,0.018455810203925366,1.0,6.022491841725987,0.2364153058564068,1.1075265907165506,0.6894450732660253
0.011,0.018437476870592034,1.0,6.488738960557676,0.25015902608985974,1.105464771930388,0.7249130239338831
0.012,0.0184191435372587,1.0,6.912701627983411,0.2636553640516523,1.1034910609246154,0.7555045673333786
0.013000000000000001,0.018400810203925366,1.0,7.29562721187873,0.27690881473551526,1.101595643714555,0.7818723558330634
0.014,0.018382476870592034,1.0,7.639364551453558,0.2899236941381572,1.0997698108537404,0.8046176544098439
0.015,0.0183641435372587,1.0,7.94670672635579,0.302704294672422,1.0980050478198424,0.8242737816750857
0.016,0.018345810203925367,1.0,8.221118419969127,0.3152548894204706,1.09629313393822,0.8413030298555418
0.017,0.01832747687059203,1.0,8.465644520664135,0.32757961189418106,1.0946273666965314,0.8561008666372109
0.018000000000000002,0.0183091435372587,1.0,8.68302415789536,0.3396824716429739,1.0930021399487302,0.8690023864624993
0.019,0.018290810203925367,1.0,8.876385042001958,0.35156747734636457,1.091411853094954,0.8802896859068272
0.02,0.018272476870592032,1.0,9.048676121111699,0.36323857464510584,1.089851554265646,0.8901998663512466
0.021,0.0182541435372587,1.0,9.202353063997917,0.3746996267616788,1.0883172400560213,0.8989321741055183
0.022,0.018235810203925368,1.0,9.339449179847596,0.38595437238674635,1.0868056726682076,0.9066540440600768
0.023,0.018217476870592032,1.0,9.462030977170468,0.3970065216999907,1.0853137385377618,0.9135062342909985
0.024,0.0181991435372587,1.0,9.572066152656943,0.40785978440721626,1.0838385823469767,0.9196073885254809
0.025,0.018180810203925365,1.0,9.670972584526229,0.4185177109357957,1.082378141365965,0.9250578452115006
0.026000000000000002,0.018162476870592033,1.0,9.759995118991942,0.4289837767497687,1.080930639863636,0.9299426123680334
0.027,0.0181441435372587,1.0,9.84040013811622,0.4392614436129676,1.079494330320084,0.9343338927605299
0.028,0.018125810203925365,1.0,9.913304784051254,0.44935412619007964,1.0780676952097454,0.938293246289536
0.029,0.018107476870592033,1.0,9.9796565491513,0.45926521386452807,1.0766494609530322,0.9418733437433281
0.03,0.0180891435372587,1.0,10.04009952523629,0.46899789613456466,1.0752387529580596,0.9451193733262058
0.031,0.018070810203925366,1.0,10.095292465249804,0.47855536249844133,1.0738346966329435,0.9480702170902078
0.032,0.018052476870592034,1.0,10.14589115872721,0.4879407825671512,1.0724364364132681,0.9507594364886359
0.033,0.0180341435372587,1.0,10.192441429906177,0.49715726359455426,1.0710432637624239,0.9532161056884868
0.034,0.018015810203925366,1.0,10.235438993553785,0.5062079566753961,1.0696545409797202,0.9554655061437844
0.035,0.017997476870592034,1.0,10.275188593284664,0.5150957477735827,1.0682698701450133,0.9575296401908334
0.036000000000000004,0.0179791435372587,1.0,10.311999250066153,0.5238235228530203,1.0668888533381586,0.9594277397948476
0.037,0.017960810203925367,1.0,10.34618375584629,0.5323941678776148,1.0655110926390126,0.9611766636662933
0.038,0.017942476870592035,1.0,10.378038615994486,0.540810515106497,1.064136213804192,0.9627912237760765
