Time [s],Lmtc [m],STIM [ ],Fsee [N],Gamma [ ],Lcerel [ ],q [ ]
0.0,0.0211391435372587,1.0,8.673778501169922,0.1995556631097259,1.2993021293825113,0.7495243155925863
0.001,0.021075143537258697,1.0,5.792467743844788,0.21396281996745797,1.2988264470698951,0.7886408673707539
0.002,0.0210111435372587,1.0,4.32247674853509,0.2281106632093425,1.296711342813107,0.8193792257964604
0.003,0.020947143537258697,1.0,3.618679740122128,0.24200386006609753,1.2934217868372193,0.8437962201531013
0.004,0.0208831435372587,1.0,3.298985516018851,0.25564699400557367,1.2894256320784605,0.8634916546021812
0.005,0.020819143537258698,1.0,3.170102372532717,0.2690445659447293,1.285039308690817,0.8796073188543441
0.006,0.0207551435372587,1.0,3.1370314799559496,0.282200995602997,1.2804466025513628,0.892953504679535
0.007,0.020691143537258698,1.0,3.152166247054921,0.295120623375218,1.2757482294348723,0.9041184932636146
0.008,0.0206271435372587,1.0,3.191241627206384,0.3078077107596877,1.2709976940227181,0.9135404069747594
0.009000000000000001,0.0205631435372587,1.0,3.241481795950053,0.32026644532524384,1.2662235306393435,0.9215529648782893
0.01,0.020499143537258697,1.0,3.296412624753469,0.33250093423383226,1.2614401529669832,0.9284144698736819
0.011,0.0204351435372587,1.0,3.3525103397122487,0.34451521694128795,1.25665527632871,0.9343278594379094
0.012,0.020371143537258697,1.0,3.408087439370372,0.35631325023146443,1.2518724943533692,0.9394541351218578
0.013000000000000001,0.0203071435372587,1.0,3.462229945574361,0.3678989417376769,1.2470936670709127,0.943922375902429
0.014,0.020243143537258698,1.0,3.514657022639648,0.37927609353704067,1.2423192848905216,0.9478367710512079
0.015,0.0201791435372587,1.0,3.565210432051731,0.39044845493555924,1.2375495747619703,0.9512821847079689
0.016,0.020115143537258698,1.0,3.6139120282480737,0.40141976604381885,1.2327843929021016,0.9543281604701781
0.017,0.0200511435372587,1.0,3.660853044663431,0.4121935867941044,1.2280234625250712,0.9570320125392547
0.018000000000000002,0.019987143537258698,1.0,3.7061314704944524,0.42277347200005155,1.2232665040502528,0.9594413239840734
0.019,0.0199231435372587,1.0,3.7498386043883563,0.4331628335821482,1.218513261445838,0.9615957843643144
0.02,0.0198591435372587,1.0,3.7921162671458566,0.44336535282187556,1.213763386549947,0.963528763228502
0.021,0.019795143537258697,1.0,3.8330366631486648,0.4533842823684477,1.209016679690944,0.9652683262833092
0.022,0.0197311435372587,1.0,3.8726702155019463,0.463222841974438,1.2042729510232215,0.9668382650808137
0.023,0.019667143537258697,1.0,3.911090235084893,0.4728842513924201,1.1995320107011713,0.9682588468972704
0.024,0.0196031435372587,1.0,3.9483727397667265,0.4823717303749672,1.1947936688791856,0.969547413059546
0.025,0.019539143537258698,1.0,3.9845864569990495,0.491688407068029,1.1900577548693558,0.9707188494737327
0.026000000000000002,0.0194751435372587,1.0,4.019783176135013,0.5008374730032475,1.1853241351389063,0.9717860152823704
0.027,0.019411143537258698,1.0,4.054001695565351,0.5098219505920366,1.1805927046409421,0.9727600225088809
0.028,0.0193471435372587,1.0,4.087271737332904,0.5186447059772417,1.1758633785101882,0.9736505097704843
0.029,0.0192831435372587,1.0,4.119624193631112,0.5273086053017081,1.17113607188137,0.9744658880173719
0.03,0.019219143537258697,1.0,4.151091069011269,0.5358165147082812,1.1664106998892128,0.9752135214381555
0.031,0.0191551435372587,1.0,4.18170488953758,0.5441712861634783,1.1616871786872038,0.975899876535499
0.032,0.019091143537258697,1.0,4.211488021577698,0.5523756479139221,1.1569654455801166,0.9765306364208318
0.033,0.0190271435372587,1.0,4.240462525465224,0.5604324667636271,1.1522454399490603,0.9771108415809258
0.034,0.018963143537258698,1.0,4.268641509229308,0.5683442925011402,1.1475271194314938,0.9776449213575512
0.035,0.0188991435372587,1.0,4.296038664515151,0.5761136749150086,1.1428104416648752,0.9781368126260961
0.036000000000000004,0.018835143537258698,1.0,4.322668243300946,0.5837431637937796,1.1380953642866634,0.9785900234895235
0.037,0.0187711435372587,1.0,4.348545035212022,0.5912353089259998,1.1333818449343167,0.9790076876601799
0.038,0.0187071435372587,1.0,4.373681334533448,0.5985925673888558,1.1286698468469731,0.9793926015341875
0.039,0.018643143537258697,1.0,4.398089110269497,0.6058174865355852,1.1239593347216013,0.9797472844225128
0.04,0.0185791435372587,1.0,4.42177600414685,0.6129124220205862,1.1192502820646846,0.9800739834193197
0.041,0.018515143537258697,1.0,4.4447478501414475,0.6198796412317755,1.1145426663967304,0.9803747155797788
0.042,0.0184511435372587,1.0,4.467010815047266,0.6267214115570704,1.1098364652382462,0.9806513026894856
0.043000000000000003,0.018387143537258697,1.0,4.488571387889789,0.6334400003843876,1.1051316561097397,0.9809053932849158
0.044,0.0183231435372587,1.0,4.509442872122734,0.640037635685065,1.1004282046172802,0.9811384772452407
0.045,0.018259143537258698,1.0,4.529586642846719,0.6465164663459705,1.095726171958366,0.9813519080634114
0.046,0.0181951435372587,1.0,4.5488994365660975,0.6528788481262063,1.0910257370594674,0.9815469449688079
0.047,0.018131143537258698,1.0,4.567369006331727,0.6591267676759667,1.0863269120519656,0.981724691031104
0.048,0.018067143537258697,1.0,4.584983306761157,0.665262211645446,1.081629709067242,0.9818861528399411
0.049,0.0180031435372587,1.0,4.601730500513489,0.6712871666848385,1.0769341402366774,0.9820322502646106
0.05,0.017939143537258697,1.0,4.6175989648115925,0.6772036194443385,1.072240217691653,0.9821638250963844
0.051000000000000004,0.0178751435372587,1.0,4.632577298015081,0.6830135565741404,1.06754795356355,0.9822816487177213
