Time [s],Lmtc [m],STIM [ ],Fsee [N],Gamma [ ],Lcerel [ ],q [ ]
0.0,0.019519248309122668,1.0,7.949316002681485,0.19872778100169314,1.1080002807579894,0.5610729207425365
0.001,0.019495914975789334,1.0,6.846418462700783,0.21250060688289507,1.1076728093038437,0.6124874866166183
0.002,0.019472581642456,1.0,6.435635187894894,0.22603669582636418,1.1065789430058506,0.6570226795226983
0.003,0.019449248309122667,1.0,6.373021933006751,0.2393401170483914,1.1050660919228743,0.6955117679349915
0.004,0.019425914975789334,1.0,6.478303427324395,0.2524148697515741,1.1033470610137064,0.7287648246960544
0.005,0.019402581642456,1.0,6.659266324109205,0.26526488449501523,1.1015375779505487,0.7575100738743201
0.006,0.019379248309122667,1.0,6.868487311290743,0.2778940237657825,1.0996974817096272,0.7823890513349174
0.007,0.019355914975789333,1.0,7.081319318803528,0.29030608551609427,1.0978569470594741,0.8039611045287983
0.008,0.019332581642456,1.0,7.285771176750229,0.3025047994894431,1.0960298083036288,0.8227088492357871
0.009000000000000001,0.01930924830912267,1.0,7.476153706209026,0.31449383365238787,1.0942219768206076,0.8390460069461884
0.01,0.019285914975789336,1.0,7.650401947336328,0.32627679067940013,1.0924350413355057,0.8533248716156758
0.011,0.019262581642456002,1.0,7.808304560585441,0.33785721822518666,1.0906685264121605,0.865844253862155
0.012,0.01923924830912267,1.0,7.95068087641932,0.34923857639743516,1.0889209110243805,0.8768568621934469
0.013000000000000001,0.019215914975789335,1.0,8.078755768565166,0.36042432287546083,1.0871903485291377,0.8865762946993254
0.014,0.019192581642456002,1.0,8.193899820518766,0.37141781315621974,1.0854749450066188,0.8951829698114381
0.015,0.01916924830912267,1.0,8.297423653135409,0.3822223179311334,1.0837729662470557,0.9028294341179105
0.016,0.019145914975789335,1.0,8.390620033865853,0.3928410589671315,1.0820827731327314,0.9096448282429639
0.017,0.019122581642456,1.0,8.474857822746422,0.4032773046929736,1.0804027068495967,0.9157386971920277
0.018000000000000002,0.019099248309122668,1.0,8.551253295054504,0.41353425355296736,1.0787314291112307,0.9212042101273189
0.019,0.019075914975789334,1.0,8.6205444973415,0.4236148926177966,1.0770680403237067,0.9261207770617098
0.02,0.019052581642456,1.0,8.68349357329558,0.43352220895814525,1.0754116408930987,0.9305562551575551
0.021,0.019029248309122667,1.0,8.740883306353073,0.44325918964469707,1.07376133122548,0.9345687954510722
0.022,0.019005914975789334,1.0,8.793477596781925,0.45282878447505137,1.0721162500017198,0.9382083724386369
0.023,0.018982581642456,1.0,8.841842956315533,0.4622339046070327,1.0704757576638617,0.9415181071386307
0.024,0.018959248309122666,1.0,8.886458007134156,0.4714774596706628,1.0688393171079933,0.9445353064392342
0.025,0.018935914975789336,1.0,8.927642664635373,0.48056213350186766,1.067206564758634,0.947292284827171
0.026000000000000002,0.018912581642456003,1.0,8.96572232339308,0.4894906099365733,1.0655771370403027,0.9498171542115557
0.027,0.01888924830912267,1.0,9.001027198533398,0.4982655728107056,1.0639506703775186,0.9521344408403012
0.028,0.018865914975789336,1.0,9.033891735405406,0.5068897059601906,1.0623268011948006,0.9542656030907426
0.029,0.018842581642456002,1.0,9.064543197852373,0.5153655261898775,1.060705280497682,0.9562294447689687
0.03,0.01881924830912267,1.0,9.093220981172125,0.5236958026898565,1.0590858494063717,0.9580425714085431
0.031,0.018795914975789335,1.0,9.120062587040461,0.531882932185477,1.0574683563956844,0.9597195580947355
