Time [s],Lmtc [m],STIM [ ],Fsee [N],Gamma [ ],Lcerel [ ],q [ ]
0.0,0.021019248309122666,1.0,5.224166593871955,0.13830813857310828,1.2135244533519962,0.3899716453645449
0.001,0.020999248309122667,1.0,4.46708049938473,0.15311949937497119,1.2132325239613213,0.46871539359419345
0.002,0.020979248309122667,1.0,4.4180307134604195,0.16767627223843126,1.2119422159966475,0.5394851105744193
0.003,0.020959248309122665,1.0,4.6606632829084,0.18198283311806276,1.2102251985237489,0.6015216513966312
0.004,0.020939248309122666,1.0,5.010274176760476,0.19604348282639078,1.2083678047532362,0.6550156414414909
0.005,0.020919248309122666,1.0,5.386075311851743,0.20986244834151552,1.2064922395078597,0.7006563541991924
0.006,0.020899248309122667,1.0,5.751667143567788,0.22344388383851418,1.2046475125691223,0.7393597587464673
0.007,0.020879248309122665,1.0,6.091095260929452,0.2367918710481756,1.202850821026053,0.7720918498138734
0.008,0.020859248309122665,1.0,6.398284938102249,0.2499104262979497,1.2011056619345784,0.7997679705344742
0.009000000000000001,0.020839248309122666,1.0,6.67252458032446,0.2628034848208757,1.199409213211318,0.823204827912912
0.01,0.020819248309122667,1.0,6.9153643045386834,0.27547493866716083,1.1977566596118447,0.843106154786195
0.011,0.020799248309122664,1.0,7.129540609262063,0.2879285791313997,1.1961425144365574,0.8600650005297933
0.012,0.020779248309122665,1.0,7.31819282696825,0.30016814968482747,1.194561445345846,0.8745747478622609
0.013000000000000001,0.020759248309122666,1.0,7.484660316704485,0.3121973620709064,1.193008381369073,0.887042719900429
0.014,0.020739248309122667,1.0,7.631599144527042,0.32401979383512197,1.1914794005229965,0.8978041635175965
0.015,0.020719248309122664,1.0,7.761771522430716,0.3356390036272555,1.1899707249440197,0.9071344071410831
0.016,0.020699248309122665,1.0,7.877677818384494,0.34705850887390965,1.1884790737345745,0.9152598251362183
0.017,0.020679248309122666,1.0,7.981210709609044,0.3582817249361054,1.1870019878653388,0.922366961418722
0.018000000000000002,0.020659248309122667,1.0,8.07412090861317,0.3693120202869322,1.1855372677618525,0.9286098347808306
0.019,0.020639248309122667,1.0,8.157987730366042,0.3801527296286007,1.184082980185718,0.9341160436833255
0.02,0.020619248309122665,1.0,8.23400923505239,0.3908070966998682,1.1826376656540343,0.9389917150058447
0.021,0.020599248309122666,1.0,8.303220567582253,0.40127827956253725,1.1812000825215165,0.9433254092967932
0.022,0.020579248309122666,1.0,8.366733206513329,0.4115695437477145,1.1797689388248833,0.947191346321507
0.023,0.020559248309122667,1.0,8.425218330714268,0.4216839464069677,1.1783434419835987,0.9506519763805102
0.024,0.020539248309122664,1.0,8.479229773563553,0.431624466169371,1.176922941580149,0.9537600423841118
0.025,0.020519248309122665,1.0,8.529333363597573,0.4413940816639982,1.1755067871970202,0.9565602680128116
0.026000000000000002,0.020499248309122666,1.0,8.576092901810961,0.45099575230063227,1.1740943416456915,0.9590907233359045
0.027,0.020479248309122667,1.0,8.619929226001558,0.460432357739169,1.1726851287014863,0.9613839485083454
0.028,0.020459248309122664,1.0,8.66122189274226,0.4697068744629785,1.1712787225078547,0.9634678888067388
0.029,0.020439248309122665,1.0,8.7001920887157,0.4788219880561325,1.1698748697253116,0.9653665609334617
0.03,0.020419248309122666,1.0,8.737064235502276,0.48778038410270297,1.1684733170143717,0.9671007195686588
0.031,0.020399248309122667,1.0,8.772065671961705,0.4965847481867618,1.1670738110355503,0.9686883615110851
0.032,0.020379248309122664,1.0,8.805426369775184,0.5052377658923808,1.165676098449362,0.9701451435769483
0.033,0.020359248309122665,1.0,8.83732183173174,0.5137419786238187,1.164279985409662,0.9714847126092512
0.034,0.020339248309122666,1.0,8.867913271664923,0.5221001429934158,1.1628852948456057,0.9727190548221234
0.035,0.020319248309122667,1.0,8.897300943266268,0.5303147017341843,1.1614919148417007,0.9738586519477539
0.036000000000000004,0.020299248309122667,1.0,8.925574843820614,0.5383880457588568,1.1600997451948956,0.9749127304673871
0.037,0.020279248309122665,1.0,8.952825820851956,0.5463225659801662,1.1587086857021387,0.975889440452562
0.038,0.020259248309122665,1.0,8.97914551206098,0.554120653310845,1.1573186361603787,0.976796000230283
0.039,0.020239248309122666,1.0,9.004626290446465,0.5617846986636262,1.155929496366564,0.9776388192819053
0.04,0.020219248309122667,1.0,9.029335888053193,0.5693169385977686,1.1545411923383184,0.9784235870850119
0.041,0.020199248309122664,1.0,9.053338954045554,0.576719838499819,1.153153653804239,0.9791554077775021
0.042,0.020179248309122665,1.0,9.076677851783485,0.5839955553532825,1.1517668339774148,0.9798388140911393
0.043000000000000003,0.020159248309122666,1.0,9.099391242427828,0.5911462008636595,1.1503806902157765,0.9804778661608275
0.044,0.020139248309122667,1.0,9.121518067597998,0.5981738867364506,1.1489951798772564,0.9810762127787244
0.045,0.020119248309122664,1.0,9.143097534949968,0.6050807246771561,1.1476102603197855,0.9816371398476194
0.046,0.020099248309122665,1.0,9.164169104691586,0.6118688263912766,1.1462258889012953,0.982163612401756
0.047,0.020079248309122666,1.0,9.184766680565204,0.6185402094863705,1.1448420289298304,0.9826583032884808
0.048,0.020059248309122667,1.0,9.204917685250757,0.6250969902669999,1.1434586505671134,0.9831236429066338
0.049,0.020039248309122668,1.0,9.22464473119906,0.6315411491663003,1.1420757290708767,0.9835618259328537
0.05,0.020019248309122665,1.0,9.243966076096553,0.6378745471665015,1.1406932442948075,0.9839748388443004
0.051000000000000004,0.019999248309122666,1.0,9.26290009047106,0.6440990452498332,1.1393111760925922,0.9843644914415741
