Time [s],Lmtc [m],STIM [ ],Fsee [N],Gamma [ ],Lcerel [ ]
0.0,0.021508398853855512,0.9999997917275963,1.1112710648514939,0.06569355259272608,1.340869903817672
0.0026596106502418783,0.02153534209427154,0.9999997580738624,1.7071507346993893,0.1096794216430347,1.340869903804241
0.005319221300483757,0.021463117689054994,0.9999996471868501,2.6290685539037444,0.15159449412221898,1.3331557176717292
0.007978831950725636,0.021369664708452463,0.9999994971241335,3.303678591482823,0.1915362566849249,1.3248177184111865
0.010638442600967513,0.021267066597394628,0.9999993196096453,3.7834568783534337,0.2295976082381554,1.3163472918889831
0.01329805325120939,0.02116107377428496,0.9999991255003072,4.148117697080503,0.2658670746864596,1.307908953845647
0.015957663901451268,0.021054277273391854,0.999998923633301,4.446303434768182,0.3004290147661336,1.2995649124560968
0.018617274551693146,0.020947843015741888,0.9999987207318554,4.703873687260485,0.33336381613475635,1.291338443045047
0.021276885201935023,0.02084229618584746,0.9999985216688665,4.934636202862776,0.36474808222466426,1.2832362024432253
0.0239364958521769,0.020737862605820265,0.9999983298206734,5.1462900951569,0.394654810312025,1.2752573003216914
0.026596106502418778,0.02063462235599956,0.9999981474062024,5.343363961193861,0.4231535612193188,1.2673973680733879
0.029255717152660655,0.020532582463163314,0.9999979757752787,5.5286698402098775,0.45031062104442293,1.2596505081092024
0.031915327802902536,0.020431712998400978,0.9999978156394275,5.704046495303075,0.4761891552892822,1.2520102664737105
0.03457493845314442,0.02033196574173567,0.9999976672503214,5.870755303355896,0.5008493557432814,1.2444701268256608
0.0372345491033863,0.020233284127443886,0.9999975305347524,6.029700131253124,0.5243485804599414,1.237023759135292
0.03989415975362818,0.020135608641365613,0.999997405195209,6.1815544443434955,0.5467414871500637,1.2296651387564774
0.04255377040387006,0.020038879762123374,0.999997290783994,6.326837588866846,0.5680801602996384,1.2223885957630642
0.04521338105411194,0.019943039539146962,0.9999971867573447,6.465962188809086,0.5884142323067034,1.2151888266240978
0.04787299170435382,0.019848032398881384,0.9999970925145985,6.59926455767911,0.607790998917793,1.2080608858312272
0.0505326023545957,0.019753805508777686,0.9999970074262595,6.727024803079333,0.6262555292316395,1.2010001673146153
0.053192213004837584,0.019660308887275182,0.9999969308538683,6.849480491391547,0.6438507705253705,1.194002381186285
0.055851823655079465,0.01956749536931632,0.9999968621638377,6.966836178566695,0.660617648146566,1.187063528924079
0.058511434305321346,0.019475320492037942,0.999996800736863,7.079270219657144,0.6765951607031866,1.1801798787185027
0.06117104495556323,0.019383742339098516,0.9999967459740957,7.186939744406119,0.6918204707725304,1.1733479418990018
0.0638306556058051,0.019292721366557505,0.9999966973009564,7.289984369363275,0.7063289913400265,1.166564450887901
0.06649026625604698,0.019202220223863118,0.9999966541692357,7.388529021341152,0.7201544681687866,1.1598263388590246
0.06914987690628886,0.019112203577810544,0.9999966160579578,7.4826861235312565,0.7333290582914092,1.153130721123418
0.07180948755653074,0.01902263794384637,0.9999965824733569,7.572557316037826,0.7458834048065388,1.1464748781792435
0.07446909820677262,0.018933491526956944,0.9999965529482236,7.658234830339403,0.757846708154098,1.1398562403188464
0.0771287088570145,0.01884473407307338,0.9999965270408061,7.739802602253197,0.7692467940349561,1.1332723736663244
0.07978831950725639,0.01875633673113919,0.9999965043334039,7.817337184218689,0.7801101781329703,1.1267209675135348
0.08244793015749827,0.018668271925523987,0.99999648443075,7.890908501297685,0.7904621277899444,1.1201998228251413
0.08510754080774015,0.018580513238207166,0.9999964669582486,7.960580483766752,0.8003267207769312,1.1137068417903246
0.08776715145798203,0.018493035300023043,0.9999964515601173,8.026411600976402,0.8097269012985833,1.10724001830787
0.09042676210822391,0.01840581322224159,0.9999964378974598,8.08843037888215,0.8186845333608022,1.1007974293011669
0.09308637275846579,0.018318817420929452,0.9999964256462897,8.146363527310701,0.8272204516258286,1.0943772267694345
0.09574598340870767,0.01823202338637423,0.9999964144955074,8.200160215739155,0.8353545098730414,1.0879776304907698
0.09840559405894955,0.018145409153996553,0.9999964041448329,8.24986488854823,0.8431056271782015,1.0815969213011793
0.10106520470919143,0.01805895335176962,0.9999963943026802,8.295517773354847,0.8504918319185345,1.075233434881543
0.10372481535943331,0.01797263513162065,0.9999963846839591,8.337155118053618,0.8575303037060202,1.06888555599137
0.1063844260096752,0.01788643410482579,0.999996375007782,8.374809396777493,0.864237413346414,1.0625517130943696
0.10904403665991708,0.017800330280884822,0.9999963649950432,8.4085094886432,0.8706287609169412,1.0562303733262148
0.11170364731015896,0.01771430400939728,0.9999963543658337,8.438280832440244,0.8767192120512353,1.0499200377595652
0.11436325796040084,0.017628335924493012,0.9999963428366437,8.46414555985261,0.8825229325159057,1.0436192369254393
0.11702286861064272,0.017542406891397563,0.9999963301172945,8.486122609338041,0.8880534211591601,1.0373265265534837
0.1196824792608846,0.017456497954736208,0.9999963159075248,8.504227822406921,0.8933235413081004,1.0310404834965743
0.12234208991112648,0.017370590288199355,0.9999962998931448,8.518474023723194,0.8983455506877198,1.0247597018076264
0.12500170056136836,0.01728466514520697,0.9999962817416412,8.528871086178576,0.9031311299311724,1.0184827889384442
0.12766131121161023,0.017198703810220373,0.9999962610970954,8.53542598185898,0.9076914097476101,1.0122083620320033
0.1303209218618521,0.01711268755035589,0.9999962375742297,8.53814281961835,0.9120369968107556,1.0059350442807025
0.13298053251209396,0.01702659895004622,0.9999962107530991,8.53709858678909,0.916177998428399,0.9996614613239148
0.13564014316233583,0.016940417306980315,0.9999961801822927,8.532119751643759,0.9201240460502327,0.993386336208707
