Time [s],Lmtc [m],STIM [ ],Fsee [N],Gamma [ ],Lcerel [ ]
0.0,0.020294749602336473,1.0,2.457638563255381,0.056204716891494644,1.2837728035515417
0.0005,0.020281836282938642,1.0,1.2254783260401008,0.06749885584106569,1.2868243693062782
0.001,0.020268922963540815,1.0,1.073840502641641,0.07865784093177937,1.2864730555756425
0.0015,0.020256009644142984,1.0,1.124760605947597,0.08968328951577031,1.285292363651741
0.002,0.020243096324745156,1.0,1.320362388872371,0.10057679957785323,1.283551058615211
0.0025,0.020230183005347326,1.0,1.5893819947053505,0.11133994998644478,1.2816080376501866
0.003,0.020217269685949495,1.0,1.8941410612031107,0.1219743007289336,1.279630681596688
0.0035,0.020204356366551667,1.0,2.218167711624895,0.13248139305333878,1.2776751219885334
0.004,0.020191443047153836,1.0,2.5523846277975997,0.14286275016069275,1.2757615089237433
0.0045000000000000005,0.020178529727756005,1.0,2.890255649436495,0.15311987572636565,1.2738986020825183
0.005,0.020165616408358178,1.0,3.2262936669374858,0.16325425836303648,1.2720910537535215
0.0055,0.020152703088960347,1.0,3.556212387914099,0.17326736327400713,1.2703403175364711
0.006,0.02013978976956252,1.0,3.8763671033335374,0.18316064721221867,1.2686467144893716
0.006500000000000001,0.02012687645016469,1.0,4.184233271394991,0.19293553975150785,1.267008670394708
0.007,0.020113963130766858,1.0,4.477952917788342,0.20259345486151384,1.2654239757833727
0.0075,0.02010104981136903,1.0,4.756280784043245,0.21213580272896856,1.2638899425275822
0.008,0.0200881364919712,1.0,5.018622606082368,0.22156395974669396,1.2624033335051383
0.0085,0.02007522317257337,1.0,5.2647971673026985,0.2308792879538153,1.2609608137545767
0.009000000000000001,0.02006230985317554,1.0,5.494856282309708,0.2400831244432947,1.259559223441791
0.0095,0.02004939653377771,1.0,5.709482827563885,0.24917685036596954,1.2581947665332875
0.01,0.020036483214379883,1.0,5.909152863917949,0.2581617624284253,1.2568645104026777
0.0105,0.020023569894982052,1.0,6.094476311475244,0.2670391441127782,1.2555656552335541
0.011,0.02001065657558422,1.0,6.2662426702501115,0.27581027890114423,1.2542954012095107
0.0115,0.019997743256186393,1.0,6.425398962561093,0.2844764502756398,1.2530509485141408
0.012,0.019984829936788562,1.0,6.572802983062054,0.2930389098336233,1.2518298832612065
0.0125,0.01997191661739073,1.0,6.709475841929222,0.3014989300218222,1.2506297020549872
0.013000000000000001,0.019959003297992904,1.0,6.836083833337373,0.30985771233186243,1.2494486574060457
0.0135,0.019946089978595073,1.0,6.953351612049977,0.3181164564760753,1.248285020510459
0.014,0.019933176659197246,1.0,7.062064752866466,0.3262763621667922,1.2471370625643041
0.0145,0.019920263339799415,1.0,7.1629870704863485,0.3343386138734909,1.2460031773194324
